,changed,Unique.ID,Continent,Species.Distribution,Status,cal.last.occurrence,X14C.last.occurrence,X14C.error,Order,FAMILY,Genus,Species,X,binomial.x,LogMass,Combined.Mass..g.,Comments,Reference,IUCN.status,comment,comment.1,Home.Range.Size,units.for.home.range.sizse,reference.for.home.range,binomial.y,trophic,ref.for.trophic,habitat.mode
745,Unchanged taxonomy.,AF_extant_Nycteris nana,AF,Ivory coast to NE Angola_ W Tanzania_ W Kenya and SW sudan,extant,,NA,NA,Chiroptera,Nycteridae,Nycteris,nana,,Nycteris nana,0.842,6.95,,153,,,,,NA,NA,Nycteris nana,ainsect,t1,volant
746,Unchanged taxonomy.,AF_extant_Nycteris thebaica,AF,Central Arabia_ Israel_ Sinai_ Egypt to Morocco_ Senegal_ benin_ Somalia and Kenya_ thence south to South Africa in open country_ Zanzibar and Pemba,extant,,NA,NA,Chiroptera,Nycteridae,Nycteris,thebaica,,Nycteris thebaica,0.992,9.81,,153,,WT:8.5,FA:47.5,,NA,NA,Nycteris thebaica,ainsect,t1,volant
747,Unchanged taxonomy.,AF_extant_Nycteris woodi,AF,Zambia and South Africa to SW Tanzania_ Ethiopia_ Somalia_ Cameroon,extant,,NA,NA,Chiroptera,Nycteridae,Nycteris,woodi,,Nycteris woodi,0.878,7.55,,153,,,,,NA,NA,Nycteris woodi,ainsect,t1,volant
748,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Nycticeinops schlieffeni,AF_extant_Nycticeius schlieffeni,AF,SW arabia_ egypt to somalia_ mozambique_ botswanna_ south africa and Namibia_ mauritania and ghana to sudan and tanzania,extant,,NA,NA,Chiroptera,Vespertilionidae,Nycticeius,schlieffeni,,Nycticeius schlieffeni,0.703,5.043,,153,,WT:5,FA:31.5,,NA,NA,Nycticeius schlieffeni,ainsect,t1,volant
749,Unchanged taxonomy.,AF_extant_Oenomys hypoxanthus,AF,,extant,,NA,NA,Rodentia,Muridae,Oenomys,hypoxanthus,,Oenomys hypoxanthus,1.954,89.999,,63_ 70,DD,,,,NA,NA,Oenomys hypoxanthus,Browse,t1,terr
750,Unchanged taxonomy.,AF_extant_Oenomys ornatus,AF,SE Guinea to Ghana,extant,,NA,NA,Rodentia,Muridae,Oenomys,ornatus,,Oenomys ornatus,1.932,85.5,,70,,,,,NA,NA,Oenomys ornatus,Browse,t1,terr
751,Unchanged taxonomy.,AF_extant_Okapia johnstoni,AF,,extant,,NA,NA,Artiodactyla,Giraffidae,Okapia,johnstoni,,Okapia johnstoni,5.362,230001.146,hunting_ habitat loss,63_ 70,LR,,,,NA,NA,Okapia johnstoni,Browse,t1,terr
752,Unchanged taxonomy.,AF_extant_Oreotragus oreotragus,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Oreotragus,oreotragus,,Oreotragus oreotragus,4.114,12999.9,hunting_ changes in native competitors,63_ 70,LR,,,,NA,NA,Oreotragus oreotragus,browse/graze,t1,terr
753,Unchanged taxonomy.,AF_extant_Orycteropus afer,AF,,extant,,NA,NA,Tubulidentata,Orycteropodidae,Orycteropus,afer,,Orycteropus afer,4.719,52350.399,hunting_ habitat loss,60,EW,,,,NA,NA,Orycteropus afer,ginsect,t1,terr
754,Unchanged taxonomy.,AF_extant_Oryctolagus cuniculus,AF,,extant,,NA,NA,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,Oryctolagus cuniculus,3.332,2150.008,,65,,,,,NA,NA,Oryctolagus cuniculus,graze/browse,t1,terr
755,Unchanged taxonomy.,AF_extant_Oryx dammah,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Oryx,dammah,,Oryx dammah,5.301,200000.002,hunting_ habitat loss,60,EW,,,,NA,NA,Oryx dammah,graze/browse,t1,terr
756,Unchanged taxonomy.,AF_extant_Oryx gazella,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Oryx,gazella,,Oryx gazella,5.228,169001.282,hunting_ habitat loss_ invasive competitors,63_ 70,LR,,,,NA,NA,Oryx gazella,graze/browse,t1,terr
757,Genus level change. Taxonomy possibilities are: CARNIVORA Viverridae Genetta piscivora,AF_extant_Osbornictis piscivora,AF,,extant,,NA,NA,Carnivora,Viverridae,Osbornictis,piscivora,,Osbornictis piscivora,3.477,2999.991,habitat loss,65,DD,,,,NA,NA,Osbornictis piscivora,piscivore,t1,aquatic
758,Unchanged taxonomy.,AF_extant_Otocyon megalotis,AF,,extant,,NA,NA,Carnivora,Canidae,Otocyon,megalotis,,Otocyon megalotis,3.618,4150.018,,63_ 70,,,,,NA,NA,Otocyon megalotis,ginsect/carn,t1,terr
759,Genus and species name match. Likely taxonomy is PRIMATES Galagidae Otolemur crassicaudatus,AF_extant_Otolemur crassicaudatus,AF,,extant,,NA,NA,Primates,Galagonidae,Otolemur,crassicaudatus,,Otolemur crassicaudatus,3.176,1500,hunting_ habitat loss_ human disturbance,75,EN,,,,NA,NA,Otolemur crassicaudatus,frug/ginsect,t1,volant
760,Genus and species name match. Likely taxonomy is PRIMATES Galagidae Otolemur garnettii,AF_extant_Otolemur garnettii,AF,,extant,,NA,NA,Primates,Galagonidae,Otolemur,garnettii,,Otolemur garnettii,2.881,760,,70,,,,,NA,NA,Otolemur garnettii,frug/ginsect,t1,volant
761,Unchanged taxonomy.,AF_extant_Otomops martiensseni,AF,Djbouti and Central African Republic to Angola and Natal (South Africa)_ Madagascar,extant,,NA,NA,Chiroptera,Molossidae,Otomops,martiensseni,,Otomops martiensseni,1.535,34.3,,153,,,,,NA,NA,Otomops martiensseni,ainsect,t1,volant
762,Unchanged taxonomy.,AF_extant_Otomys anchietae,AF,Angola_ Tanzania_ Malawi_ Kenya,extant,,NA,NA,Rodentia,Muridae,Otomys,anchietae,,Otomys anchietae,-999,-999,,-999,LR,,,,NA,NA,Otomys anchietae,graze/browse,t1,
763,Unchanged taxonomy.,AF_extant_Otomys angoniensis,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,angoniensis,,Otomys angoniensis,2.086,121.9,,260,,,,,NA,NA,Otomys angoniensis,graze/browse,t1,terr
764,Unchanged taxonomy.,AF_extant_Otomys denti,AF,EC Africa_ Uganda to N Malawi and Zambia to EC tanzania,extant,,NA,NA,Rodentia,Muridae,Otomys,denti,,Otomys denti,2.079,120,,135,LR,,,,NA,NA,Otomys denti,graze/browse,t1,terr
765,Unchanged taxonomy.,AF_extant_Otomys irroratus,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,irroratus,,Otomys irroratus,2.072,118.017,,113_ 129_ 260,,,,,NA,NA,Otomys irroratus,graze/browse,t1,terr
766,Unchanged taxonomy.,AF_extant_Otomys laminatus,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,laminatus,,Otomys laminatus,2.161,145,,60_ 260,,,,,NA,NA,Otomys laminatus,graze/browse,t1,terr
767,Unchanged taxonomy.,AF_extant_Otomys maximus,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,maximus,,Otomys maximus,2.283,191.999,,60,,,,,NA,NA,Otomys maximus,graze/browse,t1,terr
768,Unchanged taxonomy.,AF_extant_Otomys occidentalis,AF,Nigeria_ W Cameroon,extant,,NA,NA,Rodentia,Muridae,Otomys,occidentalis,,Otomys occidentalis,-999,-999,,-999,EN,,,,NA,NA,Otomys occidentalis,graze/browse,t1,
769,Unchanged taxonomy.,AF_extant_Otomys saundersiae,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,saundersiae,,Otomys saundersiae,2.013,103.001,,60,LR,,,,NA,NA,Otomys saundersiae,graze/browse,t1,terr
770,Genus level change. Taxonomy possibilities are: RODENTIA Muridae Myotomys sloggetti,AF_extant_Otomys sloggetti,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,sloggetti,,Otomys sloggetti,2.026,106.25,,113_ 129,LR,,,,NA,NA,Otomys sloggetti,graze/browse,t1,terr
771,Unchanged taxonomy.,AF_extant_Otomys tropicalis,AF,Kenya_ Uganda_ Rwanda_ Burundi_ Zaire,extant,,NA,NA,Rodentia,Muridae,Otomys,tropicalis,,Otomys tropicalis,2.037,108.833,,jake,average of specimen No. 8075_ unknown_ & No.7778,,,,NA,NA,Otomys tropicalis,graze/browse,t1,terr
772,Unchanged taxonomy.,AF_extant_Otomys typus,AF,high elevations in E Africa_ Ethiopia_ Uganda_ Kenya_ Malawi_ Zambia_ C Tanzania,extant,,NA,NA,Rodentia,Muridae,Otomys,typus,,Otomys typus,-999,-999,,-999,LR,,,,NA,NA,Otomys typus,graze/browse,t1,
773,Genus level change. Taxonomy possibilities are: RODENTIA Muridae Myotomys unisulcatus,AF_extant_Otomys unisulcatus,AF,,extant,,NA,NA,Rodentia,Muridae,Otomys,unisulcatus,,Otomys unisulcatus,2.095,124.5,,60,,,,,NA,NA,Otomys unisulcatus,graze/browse,t1,terr
774,Species name change. Listing all species in the genus: hemprichii,AF_extant_Otonycteris hemprichi,AF,the desert zone from morocco and niger through egypt and arabia to Tadzhikistan_ afghanistan and kashmir,extant,,NA,NA,Chiroptera,Vespertilionidae,Otonycteris,hemprichi,,Otonycteris hemprichi,1.376,23.78,,153,,,,,NA,NA,Otonycteris hemprichi,ainsect,t1,volant
775,Unchanged taxonomy.,AF_extant_Ourebia ourebi,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Ourebia,ourebi,,Ourebia ourebi,4.237,17250.036,hunting_ habitat loss,63_ 70,LR,,,,NA,NA,Ourebia ourebi,graze,t1,terr
776,Unchanged taxonomy.,AF_extant_Pachyuromys duprasi,AF,W Morocoos to N Egypt (N Sahara),extant,,NA,NA,Rodentia,Muridae,Pachyuromys,duprasi,,Pachyuromys duprasi,1.677,47.5,,70,,,,,NA,NA,Pachyuromys duprasi,frug ,t1,terr
777,Unchanged taxonomy.,AF_extant_Pan paniscus,AF,,extant,,NA,NA,Primates,Hominidae,Pan,paniscus,,Pan paniscus,4.531,34000.085,hunting_ habitat loss,60,EN,,,,NA,NA,Pan paniscus,frug/browse/carn,t1,terr
778,Unchanged taxonomy.,AF_extant_Pan troglodytes,AF,,extant,,NA,NA,Primates,Hominidae,Pan,troglodytes,,Pan troglodytes,4.628,42500,hunting_ habitat loss,60_ 130,EN,WT:40000,,,NA,NA,Pan troglodytes,frug/browse/carn,t1,terr
779,Unchanged taxonomy.,AF_extant_Panthera leo,AF,,extant,,NA,NA,Carnivora,Felidae,Panthera,leo,,Panthera leo,5.208,161499.06,persecution,63_ 70,VU,,,,NA,NA,Panthera leo,Carn,t1,terr
780,Unchanged taxonomy.,AF_extant_Panthera pardus,AF,,extant,,NA,NA,Carnivora,Felidae,Panthera,pardus,,Panthera pardus,4.74,54999.659,,63_ 70,,,,,NA,NA,Panthera pardus,Carn,t1,terr
781,Unchanged taxonomy.,AF_extant_Papio hamadryas,AF,,extant,,NA,NA,Primates,Cercopithecidae,Papio,hamadryas,,Papio hamadryas,4.327,21250.052,hunting_ persecution_ habitat loss,65,LR,,,,NA,NA,Papio hamadryas,frug/browse ,t1,terr
782,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Paracrocidura graueri,AF_extant_Paracrocidura graueri,AF,Zaire,extant,,NA,NA,Insectivora,Soricidae,Paracrocidura,graueri,,Paracrocidura graueri,-999,-999,habitat loss_ restricted range,-999,CR,,,,NA,NA,Paracrocidura graueri,ginsect,t1,
783,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Paracrocidura maxima,AF_extant_Paracrocidura maxima,AF,Zaire_ Rwanda_ Uganda,extant,,NA,NA,Insectivora,Soricidae,Paracrocidura,maxima,,Paracrocidura maxima,-999,-999,,-999,,,,,NA,NA,Paracrocidura maxima,ginsect,t1,
784,Genus and species name match. Likely taxonomy is SORICOMORPHA Soricidae Paracrocidura schoutedeni,AF_extant_Paracrocidura schoutedeni,AF,S Cameroon_ Gabon_ Congo Republic_ Zaire_ Central African Republic,extant,,NA,NA,Insectivora,Soricidae,Paracrocidura,schoutedeni,,Paracrocidura schoutedeni,1.114,13,,140_ 244,,,,,NA,NA,Paracrocidura schoutedeni,ginsect,t1,terr
785,Unchanged taxonomy.,AF_extant_Paracynictis selousi,AF,,extant,,NA,NA,Carnivora,Herpestidae,Paracynictis,selousi,,Paracynictis selousi,3.215,1639.985,,60,,,,,NA,NA,Paracynictis selousi,ginsect/carn,t1,terr
786,"Genus level change. Taxonomy possibilities are: SORICOMORPHA Soricidae Crocidura brunnea, CARNIVORA Hyaenidae Hyaena brunnea",AF_extant_Parahyaena brunnea,AF,,extant,,NA,NA,Carnivora,Hyaenidae,Parahyaena,brunnea,,Parahyaena brunnea,4.508,32200.306,persecution,60,LR,,,,NA,NA,Parahyaena brunnea,Carn,t1,terr
787,Unchanged taxonomy.,AF_extant_Paraxerus alexandri,AF,Zaire_ Uganda,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,alexandri,,Paraxerus alexandri,1.716,52,unknown,70,LR,,,,NA,NA,Paraxerus alexandri,ginsect/frug,t1,terr
788,Unchanged taxonomy.,AF_extant_Paraxerus boehmi,AF,Sudan_ Zaire_ Uganda_ Kenya_ Tanzania_ Zambia,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,boehmi,,Paraxerus boehmi,1.845,70,,70,,,,,NA,NA,Paraxerus boehmi,ginsect/frug,t1,terr
789,Unchanged taxonomy.,AF_extant_Paraxerus cepapi,AF,,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,cepapi,,Paraxerus cepapi,2.255,180,,70,,,,,NA,NA,Paraxerus cepapi,frug/browse ,t1,terr
790,Unchanged taxonomy.,AF_extant_Paraxerus cooperi,AF,Cameroon,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,cooperi,,Paraxerus cooperi,2.398,250,unknown,70,VU,,,,NA,NA,Paraxerus cooperi,frug ,t1,terr
791,Unchanged taxonomy.,AF_extant_Paraxerus flavovittis,AF,Kenya_ Tanzania_ Mozambique,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,flavovittis,,Paraxerus flavovittis,2.204,160,,70,,,,,NA,NA,Paraxerus flavovittis,frug/browse ,t1,terr
792,Unchanged taxonomy.,AF_extant_Paraxerus lucifer,AF,Malawi_ Tanzania_ Zambia,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,lucifer,,Paraxerus lucifer,2.845,700,,70,,,,,NA,NA,Paraxerus lucifer,frug/ginsect,t1,terr
793,Unchanged taxonomy.,AF_extant_Paraxerus ochraceus,AF,Sudan_ Kenya_ Tanzania,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,ochraceus,,Paraxerus ochraceus,2.018,104.3,,70_ 125,,,,,NA,NA,Paraxerus ochraceus,frug/browse ,t1,terr
794,Unchanged taxonomy.,AF_extant_Paraxerus palliatus,AF,,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,palliatus,,Paraxerus palliatus,2.49,309.313,habitat loss,70_ 129,VU,,,,NA,NA,Paraxerus palliatus,frug ,t1,terr
795,Unchanged taxonomy.,AF_extant_Paraxerus poensis,AF,,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,poensis,,Paraxerus poensis,2.095,124.5,,60,,,,,NA,NA,Paraxerus poensis,frug ,t1,terr
796,Unchanged taxonomy.,AF_extant_Paraxerus vexillarius,AF,Tanzania,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,vexillarius,,Paraxerus vexillarius,2.829,675,habitat loss,70,VU,,,,NA,NA,Paraxerus vexillarius,frug ,t1,terr
797,Unchanged taxonomy.,AF_extant_Paraxerus vincenti,AF,Mozambique,extant,,NA,NA,Rodentia,Sciuridae,Paraxerus,vincenti,,Paraxerus vincenti,-999,-999,unknown,-999,VU,,,,NA,NA,Paraxerus vincenti,,,
798,Unchanged taxonomy.,AF_extant_Parotomys brantsii,AF,,extant,,NA,NA,Rodentia,Muridae,Parotomys,brantsii,,Parotomys brantsii,2.112,129.5,,60,,,,,NA,NA,Parotomys brantsii,graze/frug,t1,terr
799,Unchanged taxonomy.,AF_extant_Parotomys littledalei,AF,,extant,,NA,NA,Rodentia,Muridae,Parotomys,littledalei,,Parotomys littledalei,2.104,126.999,,60,,,,,NA,NA,Parotomys littledalei,graze/frug,t1,terr
800,Unchanged taxonomy.,AF_extant_Pectinator spekei,AF,Ethiopia_ Somalia_ Djibouti,extant,,NA,NA,Rodentia,Ctenodactylidae,Pectinator,spekei,,Pectinator spekei,2.204,160,,70,,,,,NA,NA,Pectinator spekei,Browse,t1,terr
801,Unchanged taxonomy.,AF_extant_Pedetes capensis,AF,,extant,,NA,NA,Rodentia,Pedetidae,Pedetes,capensis,,Pedetes capensis,3.499,3155.005,,60,VU,,,,NA,NA,Pedetes capensis,graze,t1,terr
802,Unchanged taxonomy.,AF_extant_Pelea capreolus,AF,,extant,,NA,NA,Artiodactyla,Bovidae,Pelea,capreolus,,Pelea capreolus,4.301,20000,hunting,60,LR,,,,NA,NA,Pelea capreolus,graze,t1,terr
803,Unchanged taxonomy.,AF_extant_Pelomys campanae,AF,Angola_ Zaire,extant,,NA,NA,Rodentia,Muridae,Pelomys,campanae,,Pelomys campanae,-999,-999,,-999,,,,,NA,NA,Pelomys campanae,graze,t1,
804,Unchanged taxonomy.,AF_extant_Pelomys fallax,AF,,extant,,NA,NA,Rodentia,Muridae,Pelomys,fallax,,Pelomys fallax,2.114,129.999,,63_ 70,,,,,NA,NA,Pelomys fallax,graze,t1,terr
805,Unchanged taxonomy.,AF_extant_Pelomys hopkinsi,AF,Rwanda_ Uganda_ Kenya,extant,,NA,NA,Rodentia,Muridae,Pelomys,hopkinsi,,Pelomys hopkinsi,-999,-999,,-999,VU,,,,NA,NA,Pelomys hopkinsi,graze,t1,
806,Unchanged taxonomy.,AF_extant_Pelomys isseli,AF,,extant,,NA,NA,Rodentia,Muridae,Pelomys,isseli,,Pelomys isseli,1.778,60,,63_ 70,VU,,,,NA,NA,Pelomys isseli,graze,t1,terr
807,Unchanged taxonomy.,AF_extant_Pelomys minor,AF,,extant,,NA,NA,Rodentia,Muridae,Pelomys,minor,,Pelomys minor,1.699,50,,63_ 70,,,,,NA,NA,Pelomys minor,graze,t1,terr
808,Genus and species name match. Likely taxonomy is PRIMATES Lorisidae Perodicticus potto,AF_extant_Perodicticus potto,AF,,extant,,NA,NA,Primates,Loridae,Perodicticus,potto,,Perodicticus potto,3.041,1099.993,,60130,,WT:1100,,,NA,NA,Perodicticus potto,frug/ginsect,t1,arboreal
809,Unchanged taxonomy.,AF_extant_Petrodromus tetradactylus,AF,,extant,,NA,NA,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,,Petrodromus tetradactylus,2.273,187.499,,60,,,,,NA,NA,Petrodromus tetradactylus,ginsect,t1,terr
810,Unchanged taxonomy.,AF_extant_Petromus typicus,AF,,extant,,NA,NA,Rodentia,Petromuridae,Petromus,typicus,,Petromus typicus,2.35,224.001,,60,,,,,NA,NA,Petromus typicus,graze/browse,t1,terr
811,Genus and species name match. Likely taxonomy is RODENTIA Nesomyidae Petromyscus barbouri,AF_extant_Petromyscus barbouri,AF,South Africa,extant,,NA,NA,Rodentia,Muridae,Petromyscus,barbouri,,Petromyscus barbouri,-999,-999,,-999,EN,,,,NA,NA,Petromyscus barbouri,frug ,t1,
812,Genus and species name match. Likely taxonomy is RODENTIA Nesomyidae Petromyscus collinus,AF_extant_Petromyscus collinus,AF,,extant,,NA,NA,Rodentia,Muridae,Petromyscus,collinus,,Petromyscus collinus,1.301,20,,56,,,,,NA,NA,Petromyscus collinus,frug ,t1,terr
813,Genus and species name match. Likely taxonomy is RODENTIA Nesomyidae Petromyscus monticularis,AF_extant_Petromyscus monticularis,AF,,extant,,NA,NA,Rodentia,Muridae,Petromyscus,monticularis,,Petromyscus monticularis,1.317,20.733,,56_ 129,LR,,,,NA,NA,Petromyscus monticularis,frug ,t1,terr
814,Genus and species name match. Likely taxonomy is RODENTIA Nesomyidae Petromyscus shortridgei,AF_extant_Petromyscus shortridgei,AF,Angola_ Nambiia,extant,,NA,NA,Rodentia,Muridae,Petromyscus,shortridgei,,Petromyscus shortridgei,1.667,46.5,listed as praomys,162,,,,,NA,NA,Petromyscus shortridgei,frug ,t1,terr
815,Unchanged taxonomy.,AF_extant_Phacochoerus aethiopicus,AF,,extant,,NA,NA,Artiodactyla,Suidae,Phacochoerus,aethiopicus,,Phacochoerus aethiopicus,4.851,71000.27,,63_ 70,,,,,NA,NA,Phacochoerus aethiopicus,browse/graze/frug,t1,terr
816,Unchanged taxonomy.,AF_extant_Phacochoerus africanus,AF,Senegal to Somalia_ S to S Africa_ Botswana and Nambia,extant,,NA,NA,Artiodactyla,Suidae,Phacochoerus,africanus,,Phacochoerus africanus,4.916,82500,female:45000-75000_ males:60000-150000,70,,,,,NA,NA,Phacochoerus africanus,graze/browse,t1,terr
817,"Species name change. Listing all species in the genus: abramus, adamsi, aero, angulatus, ceylonicus, collinus, coromandra, deserti, endoi, hesperidus, hesperus, inexspectatus, javanicus, kuhlii, maderensis, minahassae, nanulus, nathusii, papuanus, paterculus, permixtus, pipistrellus, pygmaeus, rueppellii, rusticus, stenopterus, sturdeei, subflavus, tenuis, wattsi, westralis",AF_extant_Pipistrellus aegyptius,AF,egypt_ N sudan_ lybia_ algeria_ Burkina Faso,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,aegyptius,,Pipistrellus aegyptius,-999,-999,,-999,,,,,NA,NA,Pipistrellus aegyptius,ainsect,t1,
818,Unchanged taxonomy.,AF_extant_Pipistrellus aero,AF,NW Kenya_ perhaps ethiopia,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,aero,,Pipistrellus aero,-999,-999,,-999,,,,,NA,NA,Pipistrellus aero,ainsect,t1,
819,"Species name change. Listing all species in the genus: abramus, adamsi, aero, angulatus, ceylonicus, collinus, coromandra, deserti, endoi, hesperidus, hesperus, inexspectatus, javanicus, kuhlii, maderensis, minahassae, nanulus, nathusii, papuanus, paterculus, permixtus, pipistrellus, pygmaeus, rueppellii, rusticus, stenopterus, sturdeei, subflavus, tenuis, wattsi, westralis",AF_extant_Pipistrellus anchietai,AF,Angola_ S  Zaire_ Zambia,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,anchietai,,Pipistrellus anchietai,0.663,4.6,,260,,,,,NA,NA,Pipistrellus anchietai,ainsect,t1,volant
820,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo ariel,AF_extant_Pipistrellus ariel,AF,egypt_ N sudan,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,ariel,,Pipistrellus ariel,-999,-999,,-999,,,,,NA,NA,Pipistrellus ariel,ainsect,t1,
821,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo crassulus,AF_extant_Pipistrellus crassulus,AF,cameroon_ zaire_ S sudan_ N angola,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,crassulus,,Pipistrellus crassulus,0.785,6.1,,153,,,,,NA,NA,Pipistrellus crassulus,ainsect,t1,volant
822,"Genus level change. Taxonomy possibilities are: RODENTIA Muridae Lophuromys eisentrauti, SORICOMORPHA Soricidae Crocidura eisentrauti, SORICOMORPHA Soricidae Myosorex eisentrauti, CHIROPTERA Vespertilionidae Hypsugo eisentrauti",AF_extant_Pipistrellus eisentrauti,AF,Liberia to Kenya and Somalia,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,eisentrauti,,Pipistrellus eisentrauti,0.775,5.95,,153,,,,,NA,NA,Pipistrellus eisentrauti,ainsect,t1,volant
823,Unchanged taxonomy.,AF_extant_Pipistrellus inexspectatus,AF,benin_ cameroon_ zaire_ uganda_ kenya_ perhaps sudan,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,inexspectatus,,Pipistrellus inexspectatus,-999,-999,,-999,,,,,NA,NA,Pipistrellus inexspectatus,ainsect,t1,
824,Unchanged taxonomy.,AF_extant_Pipistrellus kuhlii,AF,S Europe through the Caucasus to Kazakhstan and Pakistan_ SW Asia_ most of Africa_ Canary Isls (Spain),extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,kuhlii,,Pipistrellus kuhlii,0.773,5.935,,153,,,,,NA,NA,Pipistrellus kuhlii,ainsect,t1,volant
825,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Hypsugo musciculus,AF_extant_Pipistrellus musciculus,AF,cameroon_ zaire_ gabon,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,musciculus,,Pipistrellus musciculus,-999,-999,,-999,,,,,NA,NA,Pipistrellus musciculus,ainsect,t1,
826,Unchanged taxonomy.,AF_extant_Pipistrellus nanulus,AF,sierra leone to kenya_ bioko,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,nanulus,,Pipistrellus nanulus,0.398,2.5,,153,,,,,NA,NA,Pipistrellus nanulus,ainsect,t1,volant
827,"Genus level change. Taxonomy possibilities are: DIPROTODONTIA Burramyidae Cercartetus nanus, RODENTIA Muridae Gerbillus nanus, RODENTIA Muridae Pseudomys nanus, RODENTIA Capromyidae Mesocapromys nanus, SORICOMORPHA Soricidae Sorex nanus, CHIROPTERA Vespertilionidae Neoromicia nanus",AF_extant_Pipistrellus nanus,AF,south africa to ethiopia_ sudan_ niger_ mali and senegal_ madagascar_ pemba and zanzibar,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,nanus,,Pipistrellus nanus,0.59,3.886,,153_ 277,,WT:4.5,FA:28.5,,NA,NA,Pipistrellus nanus,ainsect,t1,volant
828,Unchanged taxonomy.,AF_extant_Pipistrellus permixtus,AF,tanzania,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,permixtus,,Pipistrellus permixtus,-999,-999,,-999,,,,,NA,NA,Pipistrellus permixtus,ainsect,t1,
829,"Species name change. Listing all species in the genus: abramus, adamsi, aero, angulatus, ceylonicus, collinus, coromandra, deserti, endoi, hesperidus, hesperus, inexspectatus, javanicus, kuhlii, maderensis, minahassae, nanulus, nathusii, papuanus, paterculus, permixtus, pipistrellus, pygmaeus, rueppellii, rusticus, stenopterus, sturdeei, subflavus, tenuis, wattsi, westralis",AF_extant_Pipistrellus rueppelli,AF,senegal_ algeria_ egypt and iraq south to botswanna and transvaal (south africa)_ zanzibar,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,rueppelli,,Pipistrellus rueppelli,0.84,6.92,,153,,,FA:33,,NA,NA,Pipistrellus rueppelli,ainsect,t1,volant
830,Unchanged taxonomy.,AF_extant_Pipistrellus rusticus,AF,liberia and ethiopia_ south to South africa,extant,,NA,NA,Chiroptera,Vespertilionidae,Pipistrellus,rusticus,,Pipistrellus rusticus,0.658,4.55,,153,,,,,NA,NA,Pipistrellus rusticus,ainsect,t1,volant
